TOWN,ZIP_CODE,NO_BEDROOMS,BTH_DESC,SQUARE_FEET,YEAR_BUILT,GARAGE_SPACES_CC,SALE_PRICE
"Boston, MA",2110,2,2f 0h,1244,1920,1,1659000.00
"Boston, MA",2110,1,1f 0h,780,2016,0,1100000.00
"Boston, MA",2110,2,2f 1h,1999,2023,1,4600000.00
"Boston, MA",2129,2,1f 0h,836,1835,0,810000.00
"Boston, MA",2134,3,2f 1h,1798,2015,2,985000.00
"Boston, MA",2118,1,1f 0h,1083,2006,1,805000.00
"Boston, MA",2134,1,1f 0h,690,2023,1,630000.00
"Boston, MA",2130,1,1f 0h,845,1964,1,315000.00
"Boston, MA",2134,1,1f 0h,778,2023,0,689000.00
"Boston, MA",2116,1,1f 0h,493,1900,0,587000.00
"Boston, MA",2130,1,1f 0h,591,1905,0,445000.00
"Boston, MA",2215,1,1f 0h,790,1910,0,770000.00
"Boston, MA",2130,2,1f 0h,716,1905,0,580000.00
"Boston, MA",2118,0,1f 0h,529,1900,0,570000.00
"Boston, MA",2130,3,2f 0h,1153,2016,0,735000.00
"Boston, MA",2114,1,1f 0h,823,1967,0,492500.00
"Boston, MA",2130,1,1f 0h,722,1900,0,508500.00
"Boston, MA",2118,2,2f 0h,1089,2015,1,1376000.00
"Boston, MA",2127,2,2f 0h,600,1930,0,670000.00
"Boston, MA",2135,1,1f 0h,673,2023,1,695000.00
"Boston, MA",2135,2,1f 0h,909,1964,0,370000.00
"Boston, MA",2129,2,1f 1h,1109,1989,1,1050000.00
"Boston, MA",2108,3,2f 1h,2234,2017,1,3600000.00
"Boston, MA",2118,2,2f 1h,1515,2021,1,1676000.00
"Boston, MA",2110,3,3f 1h,2711,2023,2,7536000.00
"Boston, MA",2116,1,1f 0h,646,1925,0,730000.00
"Boston, MA",2116,2,2f 1h,1425,2023,2,5655000.00
"Boston, MA",2118,1,1f 0h,841,1900,0,961852.50
"Boston, MA",2118,2,1f 0h,950,2002,1,850000.00
"Boston, MA",2118,2,2f 0h,1064,1999,0,1150000.00
"Boston, MA",2130,1,1f 0h,600,1926,0,450000.00
"Boston, MA",2128,2,2f 0h,1089,2020,1,1275000.00
"Boston, MA",2114,0,1f 0h,542,1964,1,395000.00
"Boston, MA",2129,1,1f 0h,850,2015,0,550000.00
"Boston, MA",2135,1,1f 0h,568,1938,0,315000.00
"Boston, MA",2113,1,1f 0h,370,2023,0,499000.00
"Boston, MA",2118,2,1f 0h,880,1910,0,910000.00
"Boston, MA",2129,2,1f 1h,1193,1900,0,680000.00
"Boston, MA",2118,1,1f 0h,818,2006,1,785000.00
"Boston, MA",2127,1,1f 0h,510,1899,1,529000.00
"Boston, MA",2110,1,1f 0h,871,1920,0,850000.00
"Boston, MA",2215,1,1f 0h,631,1920,0,550000.00
"Boston, MA",2130,3,2f 1h,2561,2017,2,1360000.00
"Boston, MA",2115,2,1f 1h,1598,1886,0,2108000.00
"Boston, MA",2130,3,1f 1h,1260,1925,1,795000.00
"Boston, MA",2128,2,2f 0h,1146,2023,1,680000.00
"Boston, MA",2130,3,3f 0h,1936,2023,1,1410000.00
"Boston, MA",2127,2,2f 0h,1242,2006,1,874500.00
"Boston, MA",2127,2,1f 0h,704,1890,0,549000.00
"Boston, MA",2127,2,2f 0h,1055,1899,0,920000.00
"Boston, MA",2127,2,2f 0h,859,1908,1,979000.00
"Boston, MA",2127,2,2f 0h,840,1908,1,865000.00
"Boston, MA",2130,2,1f 0h,1129,1910,0,599000.00
"Boston, MA",2115,0,1f 0h,497,1850,0,595000.00
"Boston, MA",2113,2,1f 0h,927,1986,0,940000.00
"Boston, MA",2118,2,1f 0h,785,1890,0,1055000.00
"Boston, MA",2113,2,2f 0h,1181,1899,0,975000.00
"Boston, MA",2127,2,2f 0h,1093,2017,2,950000.00
"Boston, MA",2110,3,4f 1h,4030,2023,2,11995000.00
"Boston, MA",2114,1,1f 0h,490,1900,0,447000.00
"Boston, MA",2135,2,1f 0h,821,1963,0,520000.00
"Boston, MA",2127,2,2f 0h,1076,2021,1,980000.00
"Boston, MA",2135,1,1f 0h,632,2018,1,550000.00
"Boston, MA",2116,2,2f 0h,1425,1888,0,1275000.00
"Boston, MA",2108,2,2f 1h,2235,1837,0,3415000.00
"Boston, MA",2113,3,2f 1h,2139,1872,0,2250000.00
"Boston, MA",2129,2,2f 0h,1290,1899,2,750000.00
"Boston, MA",2113,3,2f 1h,1442,2023,0,1700000.00
"Boston, MA",2110,1,1f 1h,1089,1875,0,1075000.00
"Boston, MA",2127,2,1f 0h,740,2023,0,734000.00
"Boston, MA",2127,2,1f 0h,732,2023,0,678000.00
"Boston, MA",2114,0,1f 0h,195,1900,0,342100.00
"Boston, MA",2118,2,2f 1h,1625,1910,0,1200000.00
"Boston, MA",2116,1,1f 0h,895,1900,0,763000.00
"Boston, MA",2118,2,1f 0h,1192,1890,0,1525000.00
"Boston, MA",2128,1,1f 0h,657,2023,0,520000.00
"Boston, MA",2129,3,1f 1h,1528,1875,0,950000.00
"Boston, MA",2215,1,1f 0h,429,1900,0,680000.00
"Boston, MA",2129,1,1f 0h,774,1899,1,610000.00
"Boston, MA",2109,2,2f 0h,1082,1900,0,1380000.00
"Boston, MA",2108,1,1f 0h,362,1850,0,569000.00
"Boston, MA",2127,1,1f 0h,725,1899,0,580000.00
"Boston, MA",2127,1,2f 0h,931,1906,1,820000.00
"Boston, MA",2118,2,1f 0h,788,1863,0,905000.00
"Boston, MA",2111,1,1f 0h,759,1899,0,595000.00
"Boston, MA",2127,3,2f 0h,1663,1986,0,1075000.00
"Boston, MA",2130,2,1f 0h,756,1966,0,505000.00
"Boston, MA",2135,1,1f 0h,346,1925,0,295000.00
"Boston, MA",2116,2,2f 0h,1216,1897,0,1695000.00
"Boston, MA",2118,2,1f 0h,1240,1899,0,1050000.00
"Boston, MA",2128,3,2f 0h,1533,2023,1,1135000.00
"Boston, MA",2129,1,1f 0h,667,1890,0,555000.00
"Boston, MA",2128,2,1f 0h,1154,1850,0,550000.00
"Boston, MA",2130,2,1f 0h,1067,1925,0,559000.00
"Boston, MA",2116,2,2f 0h,1517,1899,0,1575000.00
"Boston, MA",2127,2,2f 0h,1183,2023,0,885000.00
"Boston, MA",2116,1,1f 0h,542,1899,0,685000.00
"Boston, MA",2115,2,1f 0h,962,1880,0,1025000.00
"Boston, MA",2128,2,1f 1h,800,2023,0,670000.00
"Boston, MA",2118,3,2f 1h,2041,2015,0,2100000.00
"Boston, MA",2130,3,1f 0h,840,1870,0,529000.00
"Boston, MA",2116,2,2f 0h,1472,1900,0,1800000.00
"Boston, MA",2210,2,2f 1h,1374,2019,1,2650000.00
"Boston, MA",2130,2,2f 0h,1049,1905,0,725000.00
"Boston, MA",2127,2,2f 0h,1075,2022,0,984000.00
"Boston, MA",2130,2,1f 0h,905,1926,0,318250.00
"Boston, MA",2108,2,2f 0h,1318,2007,1,1620000.00
"Boston, MA",2215,0,1f 0h,350,1928,0,413950.00
"Boston, MA",2130,1,1f 0h,508,1900,0,475000.00
"Boston, MA",2127,2,2f 0h,1126,2013,1,925000.00
"Boston, MA",2129,2,2f 0h,1036,2015,0,735000.00
"Boston, MA",2135,2,1f 0h,820,1963,0,600000.00
"Boston, MA",2130,2,1f 0h,1266,1925,0,540000.00
"Boston, MA",2135,2,2f 0h,1170,2023,1,999000.00
"Boston, MA",2135,2,2f 0h,1179,2023,1,1165000.00
"Boston, MA",2210,0,1f 0h,513,2019,1,799000.00
"Boston, MA",2128,2,2f 0h,1090,2023,1,854000.00
"Boston, MA",2116,1,1f 0h,765,1880,0,900000.00
"Boston, MA",2210,2,2f 1h,1494,2018,2,2500000.00
"Boston, MA",2110,3,3f 0h,1989,2023,1,4275000.00
"Boston, MA",2116,1,1f 0h,850,2009,0,1200000.00
"Boston, MA",2210,2,2f 1h,2027,2015,2,5900000.00
"Boston, MA",2116,2,2f 1h,1566,1884,0,2365000.00
"Boston, MA",2114,3,2f 1h,1360,1850,0,1468000.00
"Boston, MA",2128,2,1f 0h,705,1915,0,437000.00
"Boston, MA",2118,2,2f 0h,1664,2022,1,2250000.00
"Boston, MA",2108,3,3f 1h,2974,2022,0,6550000.00
"Boston, MA",2210,2,2f 1h,1495,2018,2,2480000.00
"Boston, MA",2129,2,2f 0h,1635,1989,1,1460000.00
"Boston, MA",2118,2,2f 0h,804,1899,0,925000.00
"Boston, MA",2118,2,2f 1h,1540,1899,0,1700000.00
"Boston, MA",2127,2,2f 0h,1293,1900,1,1150000.00
"Boston, MA",2108,2,2f 0h,1389,1880,1,2234000.00
"Boston, MA",2115,1,1f 0h,440,2006,0,425000.00
"Boston, MA",2210,1,1f 1h,1035,2019,1,2347500.00
"Boston, MA",2135,2,2f 0h,1226,2023,1,1222500.00
"Boston, MA",2135,2,2f 0h,1170,2023,1,960000.00
"Boston, MA",2110,2,2f 0h,1236,1972,0,1499000.00
"Boston, MA",2114,1,1f 0h,550,1920,0,661000.00
"Boston, MA",2114,1,1f 0h,937,1964,1,505000.00
"Boston, MA",2135,1,1f 0h,1180,2006,1,556000.00
"Boston, MA",2118,1,1f 0h,587,1935,0,580000.00
"Boston, MA",2108,1,1f 0h,850,1920,1,922500.00
"Boston, MA",2113,2,2f 1h,1477,1899,0,1135000.00
"Boston, MA",2134,2,1f 1h,1038,1988,1,725000.00
"Boston, MA",2128,2,2f 0h,1138,2023,0,735000.00
"Boston, MA",2129,1,1f 0h,655,1899,0,507000.00
"Boston, MA",2118,3,2f 0h,1750,1880,0,2525000.00
"Boston, MA",2118,2,2f 0h,1181,2023,1,1550000.00
"Boston, MA",2134,1,1f 0h,699,1989,0,452000.00
"Boston, MA",2116,2,2f 0h,1131,1885,0,1575000.00
"Boston, MA",2130,1,1f 0h,463,1920,0,394900.00
"Boston, MA",2109,1,1f 1h,1082,1850,0,820000.00
"Boston, MA",2129,1,1f 0h,500,1900,0,600000.00
"Boston, MA",2114,2,1f 0h,733,1899,0,841000.00
"Boston, MA",2130,1,1f 0h,582,1935,0,450000.00
"Boston, MA",2130,2,2f 1h,2016,2002,0,999000.00
"Boston, MA",2130,2,1f 0h,1116,1905,0,720000.00
"Boston, MA",2133,1,1f 0h,390,1920,0,340000.00
"Boston, MA",2135,1,1f 0h,850,1911,0,470000.00
"Boston, MA",2118,2,2f 0h,1449,2021,2,2000000.00
"Boston, MA",2130,3,1f 0h,1273,1900,0,735000.00
"Boston, MA",2130,2,1f 1h,1282,2022,0,884000.00
"Boston, MA",2130,2,1f 1h,1010,2022,0,635500.00
"Boston, MA",2116,1,1f 0h,777,1910,0,1065000.00
"Boston, MA",2118,3,2f 1h,1605,1890,0,1365000.00
"Boston, MA",2116,1,1f 0h,572,1900,0,785000.00
"Boston, MA",2130,2,1f 0h,912,1920,0,575000.00
"Boston, MA",2130,1,1f 0h,497,1910,0,383000.00
"Boston, MA",2118,3,3f 1h,2415,1899,0,2900000.00
"Boston, MA",2135,3,2f 0h,1226,2023,1,1335000.00
"Boston, MA",2135,3,2f 0h,1617,2023,1,1550000.00
"Boston, MA",2135,2,2f 0h,1034,2022,1,825000.00
"Boston, MA",2129,2,2f 0h,1060,1968,0,1000000.00
"Boston, MA",2215,2,2f 0h,1127,1910,0,1225000.00
"Boston, MA",2130,2,2f 0h,1310,1963,1,695000.00
"Boston, MA",2115,2,1f 0h,1125,1920,0,645000.00
"Boston, MA",2116,3,3f 0h,2815,1861,0,5400000.00
"Boston, MA",2108,2,3f 0h,2172,1880,0,2800000.00
"Boston, MA",2215,2,1f 0h,1221,1897,1,1350000.00
"Boston, MA",2129,2,2f 0h,1334,1989,0,1250000.00
"Boston, MA",2135,1,1f 0h,764,2023,1,725000.00
"Boston, MA",2116,1,1f 0h,731,1881,0,800000.00
"Boston, MA",2114,2,1f 0h,915,1997,1,548000.00
"Boston, MA",2210,1,1f 0h,781,1900,0,536055.00
"Boston, MA",2127,1,1f 1h,790,1890,0,510000.00
"Boston, MA",2135,2,2f 0h,1034,2023,1,875000.00
"Boston, MA",2135,1,1f 0h,854,2023,1,775000.00
"Boston, MA",2135,2,2f 0h,1000,2023,1,900000.00
"Boston, MA",2130,2,2f 0h,1310,1963,1,700000.00
"Boston, MA",2116,1,1f 0h,417,1890,0,549000.00
"Boston, MA",2116,1,1f 0h,638,1910,0,540000.00
"Boston, MA",2111,1,1f 0h,511,1890,0,378000.00
"Boston, MA",2110,2,2f 0h,1379,2023,1,3050000.00
"Boston, MA",2135,1,1f 0h,736,2018,1,560000.00
"Boston, MA",2118,2,2f 1h,1356,2021,1,2049000.00
"Boston, MA",2116,2,2f 0h,1372,2009,1,2300000.00
"Boston, MA",2118,1,1f 0h,814,2023,0,955000.00
"Boston, MA",2116,2,1f 0h,1050,1910,0,990000.00
"Boston, MA",2116,2,2f 0h,1354,1960,1,2238000.00
"Boston, MA",2118,3,3f 0h,2308,2016,1,2775000.00
"Boston, MA",2135,2,1f 0h,760,1940,0,510000.00
"Boston, MA",2127,3,2f 1h,1826,2024,1,1390000.00
"Boston, MA",2114,2,1f 0h,1024,2003,1,1100000.00
"Boston, MA",2129,2,2f 0h,1153,2003,1,760000.00
"Boston, MA",2118,2,2f 1h,1560,1910,0,2050000.00
"Boston, MA",2116,1,1f 0h,825,1899,0,1097500.00
"Boston, MA",2116,2,2f 0h,1404,1880,0,2250000.00
"Boston, MA",2127,1,1f 1h,1047,2016,1,775000.00
"Boston, MA",2110,0,1f 0h,641,1899,0,600000.00
"Boston, MA",2199,1,1f 1h,972,2000,1,1400000.00
"Boston, MA",2116,1,1f 0h,913,1884,0,937000.00
"Boston, MA",2118,2,2f 1h,1347,2018,1,1215000.00
"Boston, MA",2111,2,2f 1h,1402,2000,1,1100000.00
"Boston, MA",2215,1,1f 0h,575,1910,0,610000.00
"Boston, MA",2115,2,1f 0h,1100,1890,0,1250000.00
"Boston, MA",2109,1,1f 0h,700,1901,0,459000.00
"Boston, MA",2130,3,2f 0h,1165,1910,0,765000.00
"Boston, MA",2130,3,1f 0h,1058,1880,0,720000.00
"Boston, MA",2115,2,1f 0h,829,1899,0,695000.00
"Boston, MA",2110,2,2f 0h,1330,1832,0,1850000.00
"Boston, MA",2116,3,2f 2h,3535,1899,2,6500000.00
"Boston, MA",2128,2,1f 0h,791,1900,0,420000.00
"Boston, MA",2114,1,1f 0h,941,1967,0,599000.00
"Boston, MA",2116,2,1f 1h,1000,1881,0,1308000.00
"Boston, MA",2129,3,2f 1h,2040,1870,0,1430000.00
"Boston, MA",2130,3,1f 0h,1263,1905,0,647500.00
"Boston, MA",2129,2,1f 1h,1205,1890,0,929000.00
"Boston, MA",2130,2,2f 0h,1186,2010,0,700000.00
"Boston, MA",2130,2,2f 0h,1038,2010,0,665000.00
"Boston, MA",2129,2,1f 1h,1029,1890,0,755000.00
"Boston, MA",2135,1,1f 0h,662,2018,1,558000.00
"Boston, MA",2127,2,2f 0h,1416,1988,0,760000.00
"Boston, MA",2110,3,4f 1h,2773,2016,2,4300000.00
"Boston, MA",2116,3,4f 1h,2479,2004,2,3295000.00
"Boston, MA",2135,3,2f 0h,1548,2022,1,1635000.00
"Boston, MA",2135,1,1f 0h,810,2023,1,829000.00
"Boston, MA",2118,0,1f 0h,558,2021,0,759900.00
"Boston, MA",2127,2,2f 0h,1533,2008,0,1375000.00
"Boston, MA",2130,1,1f 0h,650,1920,0,365000.00
"Boston, MA",2127,2,2f 0h,1267,2018,1,1040000.00
"Boston, MA",2118,2,1f 0h,643,1910,0,610000.00
"Boston, MA",2129,2,1f 0h,1090,1899,0,760000.00
"Boston, MA",2129,3,2f 0h,1572,1989,1,1305000.00
"Boston, MA",2129,2,2f 0h,1201,1875,0,1030000.00
"Boston, MA",2135,2,1f 0h,904,1915,0,499000.00
"Boston, MA",2111,2,2f 0h,1645,1920,0,1195000.00
"Boston, MA",2127,2,1f 1h,1110,1880,0,905000.00
"Boston, MA",2129,3,2f 1h,1812,1900,0,1699000.00
"Boston, MA",2118,2,2f 0h,1612,2023,1,1675000.00
"Boston, MA",2128,2,2f 0h,1286,2022,2,725000.00
"Boston, MA",2113,2,1f 0h,610,1920,0,675000.00
"Boston, MA",2127,3,2f 1h,1830,2009,0,1085000.00
"Boston, MA",2215,3,2f 1h,3003,1899,3,4350000.00
"Boston, MA",2115,2,2f 1h,2663,2019,2,7800000.00
"Boston, MA",2128,2,2f 1h,1114,2023,0,874500.00
"Boston, MA",2127,1,1f 0h,1100,2008,1,890000.00
"Boston, MA",2116,2,2f 1h,1130,1875,0,1320000.00
"Boston, MA",2128,2,1f 0h,934,1900,0,470000.00
"Boston, MA",2215,2,2f 1h,1099,2012,0,1158000.00
"Boston, MA",2128,1,1f 0h,723,2020,0,674900.00
"Boston, MA",2118,2,2f 1h,1630,1890,0,2300000.00
"Boston, MA",2111,3,2f 0h,1430,1989,1,1499000.00
"Boston, MA",2116,2,2f 0h,1238,2004,1,1520000.00
"Boston, MA",2128,2,1f 0h,750,1899,0,495000.00
"Boston, MA",2114,2,1f 0h,858,1890,0,1050000.00
"Boston, MA",2108,2,1f 0h,1010,1850,0,1475000.00
"Boston, MA",2116,2,2f 0h,1127,2009,1,2048000.00
"Boston, MA",2116,3,4f 1h,3047,2023,2,13600000.00
"Boston, MA",2130,2,1f 0h,1130,1963,1,535000.00
"Boston, MA",2129,2,2f 0h,1120,1899,1,820000.00
"Boston, MA",2116,1,1f 0h,355,1910,0,515000.00
"Boston, MA",2118,2,2f 0h,1081,1890,0,1510000.00
"Boston, MA",2116,1,1f 0h,728,1880,0,835000.00
"Boston, MA",2128,0,1f 0h,542,1900,0,359000.00
"Boston, MA",2134,1,1f 0h,911,2023,1,879000.00
"Boston, MA",2114,3,2f 0h,1515,1964,1,1000000.00
"Boston, MA",2128,1,1f 0h,1006,1910,1,625000.00
"Boston, MA",2108,2,2f 0h,1117,2007,1,1250000.00
"Boston, MA",2116,2,2f 1h,1832,2023,2,5100000.00
"Boston, MA",2135,1,1f 0h,725,2023,1,749000.00
"Boston, MA",2128,2,2f 0h,1217,2023,0,677750.00
"Boston, MA",2127,2,2f 1h,1670,1890,0,900000.00
"Boston, MA",2118,2,3f 1h,2471,2021,1,1650000.00
"Boston, MA",2135,2,2f 0h,1028,2023,1,925000.00
"Boston, MA",2135,2,2f 0h,1150,2023,1,935000.00
"Boston, MA",2135,1,1f 0h,854,2023,1,825000.00
"Boston, MA",2128,2,2f 0h,920,2023,0,700000.00
"Boston, MA",2114,1,1f 0h,883,1967,0,455000.00
"Boston, MA",2128,1,1f 0h,650,2023,0,510000.00
"Boston, MA",2128,2,1f 0h,798,2023,0,595000.00
"Boston, MA",2115,2,2f 0h,1215,1918,0,1425000.00
"Boston, MA",2128,3,2f 1h,2118,2023,0,1100000.00
"Boston, MA",2135,0,1f 0h,422,1929,0,275000.00
"Boston, MA",2127,2,1f 0h,838,2011,1,725000.00
"Boston, MA",2111,1,1f 0h,685,1899,0,550000.00
"Boston, MA",2110,1,1f 0h,900,2023,1,1725000.00
"Boston, MA",2113,2,2f 0h,1009,2005,2,1395000.00
"Boston, MA",2127,1,1f 0h,602,1880,0,497050.00
"Boston, MA",2110,1,1f 1h,871,2016,0,1300000.00
"Boston, MA",2118,2,2f 0h,1130,2023,1,1600000.00
"Boston, MA",2127,3,3f 0h,2233,1875,2,1760000.00
"Boston, MA",2114,1,1f 0h,915,1899,0,762500.00
"Boston, MA",2116,3,2f 1h,2023,1860,0,3325000.00
"Boston, MA",2127,1,1f 0h,500,1890,0,520500.00
"Boston, MA",2135,1,1f 0h,620,1940,0,399000.00
"Boston, MA",2127,2,2f 0h,1103,2011,1,850000.00
"Boston, MA",2134,2,2f 0h,1620,1986,0,760000.00
"Boston, MA",2135,2,1f 0h,620,1920,0,450000.00
"Boston, MA",2134,2,1f 1h,805,1989,1,510000.00
"Boston, MA",2116,0,1f 0h,608,1930,0,629000.00
"Boston, MA",2114,3,2f 0h,1380,1930,0,1850000.00
"Boston, MA",2130,1,1f 0h,550,1926,0,435000.00
"Boston, MA",2130,3,1f 0h,1280,1900,0,838000.00
"Boston, MA",2109,2,1f 0h,606,1910,0,585000.00
"Boston, MA",2118,1,1f 1h,809,2021,0,999000.00
"Boston, MA",2128,3,2f 0h,1150,2017,1,610000.00
"Boston, MA",2118,3,2f 0h,1496,1900,0,1315000.00
"Boston, MA",2129,3,2f 0h,2358,1987,0,1715000.00
"Boston, MA",2127,2,2f 0h,995,1910,0,580000.00
"Boston, MA",2129,3,2f 1h,2504,1845,0,2395000.00
"Boston, MA",2116,0,1f 0h,365,1910,0,450000.00
"Boston, MA",2128,3,2f 0h,1482,1910,0,740000.00
"Boston, MA",2130,1,1f 0h,620,1923,0,456000.00
"Boston, MA",2130,1,1f 0h,805,1963,1,310000.00
"Boston, MA",2127,1,1f 0h,655,1900,0,535000.00
"Boston, MA",2130,2,1f 0h,1130,1905,0,565000.00
"Boston, MA",2115,2,2f 0h,1461,1900,0,1735000.00
"Boston, MA",2118,2,2f 1h,1401,1890,0,1505000.00
"Boston, MA",2116,2,2f 1h,1408,1899,0,1540000.00
"Boston, MA",2127,1,1f 0h,609,2015,1,679000.00
"Boston, MA",2129,2,2f 0h,1156,1920,2,769000.00
"Boston, MA",2128,2,2f 0h,1167,1900,0,629000.00
"Boston, MA",2114,1,1f 0h,935,1964,0,473000.00
"Boston, MA",2114,1,1f 0h,701,0,0,670000.00
"Boston, MA",2210,2,1f 1h,1132,2006,1,1100000.00
"Boston, MA",2114,2,2f 0h,1275,2017,1,1799000.00
"Boston, MA",2128,2,1f 1h,1175,1900,0,697500.00
"Boston, MA",2215,1,1f 0h,762,2018,0,1330000.00
"Boston, MA",2108,3,2f 1h,2303,1899,0,3900000.00
"Boston, MA",2130,1,1f 0h,790,1926,0,522000.00
"Boston, MA",2111,2,2f 0h,1345,1968,1,1620000.00
"Boston, MA",2116,2,2f 0h,1210,1900,0,1330000.00
"Boston, MA",2128,2,2f 0h,1081,1900,0,780000.00
"Boston, MA",2116,2,2f 1h,1832,2023,2,4190000.00
"Boston, MA",2210,0,1f 0h,495,2020,1,830000.00
"Boston, MA",2113,2,1f 0h,749,1900,0,675000.00
"Boston, MA",2130,2,1f 0h,1205,1885,0,550000.00
"Boston, MA",2129,3,2f 0h,1247,1890,0,975000.00
"Boston, MA",2111,1,1f 0h,741,1900,0,725000.00
"Boston, MA",2118,2,1f 0h,600,1900,0,810000.00
"Boston, MA",2128,2,2f 0h,1107,2023,2,770000.00
"Boston, MA",2129,2,2f 0h,1263,1899,0,920000.00
"Boston, MA",2128,2,2f 1h,1219,2023,0,995000.00
"Boston, MA",2128,2,1f 1h,1180,2023,0,750000.00
"Boston, MA",2116,2,2f 0h,1354,1960,1,1970000.00
"Boston, MA",2127,2,1f 1h,998,2023,1,785000.00
"Boston, MA",2115,2,2f 1h,1327,1910,0,1550000.00
"Boston, MA",2115,1,1f 0h,803,2014,0,822500.00
"Boston, MA",2128,2,1f 0h,770,1900,0,500000.00
"Boston, MA",2135,2,1f 1h,1011,1920,0,615000.00
"Boston, MA",2116,1,1f 0h,275,1910,0,410000.00
"Boston, MA",2113,1,1f 0h,692,2005,0,448240.00
"Boston, MA",2130,1,1f 0h,530,1910,0,375000.00
"Boston, MA",2118,3,2f 1h,1505,1890,0,1315000.00
"Boston, MA",2108,1,1f 0h,505,1850,0,725500.00
"Boston, MA",2118,3,2f 1h,1680,1890,0,2325000.00
"Boston, MA",2135,1,1f 0h,686,1925,0,392500.00
"Boston, MA",2127,2,2f 0h,1005,1899,0,745000.00
"Boston, MA",2116,1,1f 1h,1012,2003,1,1295000.00
"Boston, MA",2128,2,2f 0h,1057,2023,2,755000.00
"Boston, MA",2128,2,2f 0h,1107,2023,1,645000.00
"Boston, MA",2128,2,2f 0h,1081,2023,1,649000.00
"Boston, MA",2129,2,2f 0h,946,1899,1,720000.00
"Boston, MA",2127,2,2f 1h,942,1890,0,770000.00
"Boston, MA",2116,2,1f 1h,1040,2009,0,1265000.00
"Boston, MA",2108,2,2f 0h,1367,1880,0,1800000.00
"Boston, MA",2128,3,2f 0h,1266,2023,0,825000.00
"Boston, MA",2135,1,1f 0h,627,1947,0,340000.00
"Boston, MA",2127,2,1f 0h,605,1910,0,610000.00
"Boston, MA",2116,1,1f 0h,625,1885,0,640000.00
"Boston, MA",2116,3,4f 1h,3047,2023,2,13250000.00
"Boston, MA",2116,3,3f 1h,3043,2023,4,8595000.00
"Boston, MA",2116,2,2f 1h,1750,2023,2,5330000.00
"Boston, MA",2127,2,2f 0h,1384,2020,1,1260000.00
"Boston, MA",2127,1,1f 0h,1039,2006,1,775000.00
"Boston, MA",2215,2,1f 0h,1001,1920,0,859000.00
"Boston, MA",2135,1,1f 0h,670,1910,0,385000.00
"Boston, MA",2127,1,1f 0h,703,2005,0,414385.00
"Boston, MA",2135,1,1f 0h,610,1900,0,410000.00
"Boston, MA",2129,1,1f 0h,678,1875,0,449500.00
"Boston, MA",2110,3,3f 0h,1989,2023,1,4250000.00
"Boston, MA",2130,3,2f 0h,1499,1899,0,445000.00
"Boston, MA",2127,2,1f 0h,675,1890,0,620250.00
"Boston, MA",2130,1,1f 0h,780,1920,0,555000.00
"Boston, MA",2110,1,1f 1h,691,1987,1,1050000.00
"Boston, MA",2127,3,3f 0h,1641,2020,1,1365000.00
"Boston, MA",2113,1,1f 0h,391,1900,0,415000.00
"Boston, MA",2130,2,1f 0h,1010,2021,1,630000.00
"Boston, MA",2113,2,2f 0h,1174,1986,0,1220000.00
"Boston, MA",2116,2,2f 0h,1186,1899,0,1080000.00
"Boston, MA",2135,2,2f 0h,1176,2018,2,885000.00
"Boston, MA",2111,1,1f 0h,675,1968,1,825000.00
"Boston, MA",2130,2,2f 0h,700,1910,0,649500.00
"Boston, MA",2130,3,2f 1h,1500,1910,0,979000.00
"Boston, MA",2128,1,1f 0h,592,1900,0,459000.00
"Boston, MA",2127,2,2f 0h,1057,2023,0,1125000.00
"Boston, MA",2130,2,1f 0h,1077,1905,1,750000.00
"Boston, MA",2127,3,2f 0h,1393,2014,1,900000.00
"Boston, MA",2109,2,2f 0h,1247,1900,0,1125000.00
"Boston, MA",2118,2,2f 0h,990,2000,1,1085000.00
"Boston, MA",2118,1,1f 0h,825,2021,1,1150000.00
"Boston, MA",2130,2,1f 0h,1134,1964,1,380000.00
"Boston, MA",2135,1,1f 0h,663,2023,1,645000.00
"Boston, MA",2128,3,2f 0h,1133,2017,1,615000.00
"Boston, MA",2116,2,1f 0h,788,1899,0,915000.00
"Boston, MA",2116,3,3f 0h,1922,1865,0,2795000.00
"Boston, MA",2116,3,3f 1h,2679,1865,0,4595000.00
"Boston, MA",2114,2,2f 0h,1100,1970,0,1550000.00
"Boston, MA",2118,2,1f 1h,980,1910,0,965000.00
"Boston, MA",2110,2,2f 0h,1220,2006,0,1170000.00
"Boston, MA",2130,1,1f 0h,636,1920,0,450000.00
"Boston, MA",2118,2,3f 1h,2471,2021,1,1555000.00
"Boston, MA",2128,2,2f 0h,1509,2015,0,730000.00
"Boston, MA",2116,2,2f 1h,1434,1899,0,1385000.00
"Boston, MA",2127,3,1f 0h,914,1939,0,585000.00
"Boston, MA",2113,2,1f 0h,638,2023,0,775000.00
"Boston, MA",2127,1,1f 0h,610,1890,0,580000.00
"Boston, MA",2115,3,3f 0h,2196,1919,0,2600000.00
"Boston, MA",2116,1,1f 0h,1005,1900,0,1000000.00
"Boston, MA",2108,1,1f 0h,685,1837,0,725000.00
"Boston, MA",2116,3,4f 1h,3582,2023,4,9520000.00
"Boston, MA",2110,1,1f 1h,1330,2023,1,2300000.00
"Boston, MA",2110,2,2f 1h,1667,2023,1,3535000.00
"Boston, MA",2127,2,1f 1h,885,1900,0,660000.00
