TOWN,ZIP_CODE,NO_BEDROOMS,BTH_DESC,SQUARE_FEET,YEAR_BUILT,GARAGE_SPACES_CC,SALE_PRICE
"Boston, MA",2116,1,1f 0h,596,2023,1,1900000.00
"Boston, MA",2135,1,1f 0h,610,1964,0,380000.00
"Boston, MA",2128,2,2f 1h,987,1900,0,870000.00
"Boston, MA",2116,1,1f 0h,981,1880,0,830000.00
"Boston, MA",2128,2,1f 1h,1410,1930,0,679000.00
"Boston, MA",2108,2,2f 1h,1623,1860,1,2750000.00
"Boston, MA",2127,2,2f 1h,1775,2007,2,1380000.00
"Boston, MA",2116,3,2f 0h,1659,1880,0,2152500.00
"Boston, MA",2116,1,1f 0h,533,1899,0,719000.00
"Boston, MA",2118,3,3f 1h,2536,1860,0,2800000.00
"Boston, MA",2118,2,2f 0h,1514,1905,0,1165000.00
"Boston, MA",2118,2,2f 1h,1372,1899,0,1800000.00
"Boston, MA",2129,2,2f 0h,1081,1890,0,975000.00
"Boston, MA",2210,3,2f 0h,1445,1911,0,1649000.00
"Boston, MA",2114,1,1f 0h,941,1964,1,630000.00
"Boston, MA",2114,3,2f 0h,1400,1865,0,1840000.00
"Boston, MA",2129,2,1f 0h,797,1875,0,712000.00
"Boston, MA",2128,2,2f 0h,886,2021,1,643000.00
"Boston, MA",2118,2,2f 0h,1263,2006,2,1200000.00
"Boston, MA",2129,2,2f 0h,971,2015,2,809000.00
"Boston, MA",2116,3,2f 0h,1464,1890,0,1500000.00
"Boston, MA",2118,3,2f 1h,1870,1850,0,2412500.00
"Boston, MA",2118,1,1f 0h,658,1900,0,839000.00
"Boston, MA",2127,1,1f 0h,812,2017,1,665000.00
"Boston, MA",2110,3,2f 1h,1609,2016,1,2405000.00
"Boston, MA",2127,2,2f 1h,1663,2023,1,1100000.00
"Boston, MA",2118,2,1f 0h,708,1860,0,1175000.00
"Boston, MA",2130,2,2f 0h,908,1900,1,685000.00
"Boston, MA",2116,1,1f 1h,951,2004,1,1070000.00
"Boston, MA",2127,2,2f 0h,1772,2017,2,1479000.00
"Boston, MA",2215,2,1f 0h,1075,1910,0,790000.00
"Boston, MA",2215,0,1f 0h,375,1910,0,365000.00
"Boston, MA",2115,1,1f 0h,542,1890,0,599000.00
"Boston, MA",2134,2,1f 1h,787,1989,1,580000.00
"Boston, MA",2118,1,1f 0h,578,2021,0,719000.00
"Boston, MA",2109,2,1f 1h,1266,1987,0,850000.00
"Boston, MA",2127,3,2f 0h,1817,1990,0,1405000.00
"Boston, MA",2109,2,1f 0h,944,1987,0,1075000.00
"Boston, MA",2128,2,2f 0h,1170,2024,0,825000.00
"Boston, MA",2118,0,1f 0h,548,2021,0,710000.00
"Boston, MA",2116,2,2f 1h,1832,2023,2,5400000.00
"Boston, MA",2116,1,1f 1h,945,2023,1,2800000.00
"Boston, MA",2109,2,2f 0h,1546,1900,1,2450000.00
"Boston, MA",2110,2,1f 1h,1228,1972,0,1017360.00
"Boston, MA",2130,3,1f 0h,1069,1910,0,710000.00
"Boston, MA",2135,1,1f 0h,502,2018,1,470000.00
"Boston, MA",2113,2,1f 0h,835,1900,0,765000.00
"Boston, MA",2116,3,2f 1h,2836,1857,0,3661400.00
"Boston, MA",2210,3,3f 1h,2575,2022,2,8899000.00
"Boston, MA",2109,1,1f 0h,880,1987,0,680000.00
"Boston, MA",2128,2,1f 0h,826,1891,0,515000.00
"Boston, MA",2118,2,1f 0h,947,1900,0,980000.00
"Boston, MA",2129,2,2f 0h,1300,1875,0,1015000.00
"Boston, MA",2128,1,1f 0h,841,1900,0,389900.00
"Boston, MA",2128,2,2f 0h,1013,2017,0,625000.00
"Boston, MA",2127,2,2f 0h,1048,2014,2,1025000.00
"Boston, MA",2110,2,2f 0h,1379,2023,1,2600000.00
"Boston, MA",2127,1,1f 0h,686,1988,0,541400.00
"Boston, MA",2128,2,2f 0h,1273,2022,1,725000.00
"Boston, MA",2114,0,1f 0h,630,1964,0,405000.00
"Boston, MA",2128,3,2f 0h,1435,1988,0,700000.00
"Boston, MA",2129,1,1f 0h,647,1899,1,645000.00
"Boston, MA",2111,1,1f 0h,685,1899,0,569000.00
"Boston, MA",2109,1,1f 0h,781,1987,0,812000.00
"Boston, MA",2116,2,2f 0h,1213,2009,1,2100000.00
"Boston, MA",2130,2,2f 0h,1015,2017,0,820000.00
"Boston, MA",2110,1,1f 0h,749,1968,0,650000.00
"Boston, MA",2210,1,1f 0h,803,2018,1,1050000.00
"Boston, MA",2130,3,2f 0h,1684,1905,1,830000.00
"Boston, MA",2129,3,2f 1h,1851,2002,2,1200000.00
"Boston, MA",2118,1,1f 0h,816,2021,1,1199000.00
"Boston, MA",2128,2,2f 0h,1002,2024,0,750600.00
"Boston, MA",2116,1,1f 0h,706,1885,0,675000.00
"Boston, MA",2114,3,3f 1h,2388,2017,0,3379840.00
"Boston, MA",2129,3,1f 1h,1488,1983,0,1275000.00
"Boston, MA",2116,1,1f 0h,506,1910,0,637000.00
"Boston, MA",2135,1,1f 0h,600,1963,0,432500.00
"Boston, MA",2210,1,1f 0h,664,2020,1,1065000.00
"Boston, MA",2116,3,2f 0h,1745,1960,1,2650000.00
"Boston, MA",2135,2,1f 0h,743,1880,0,608000.00
"Boston, MA",2112,1,1f 0h,390,1900,0,450000.00
"Boston, MA",2127,2,2f 0h,1045,1890,0,890000.00
"Boston, MA",2118,2,1f 0h,643,1899,0,930000.00
"Boston, MA",2110,2,2f 0h,1423,2023,1,2750000.00
"Boston, MA",2127,2,2f 0h,1287,2012,1,1085000.00
"Boston, MA",2113,2,2f 0h,1118,1986,0,1050000.00
"Boston, MA",2114,3,3f 1h,2871,1925,2,7700000.00
"Boston, MA",2109,2,1f 0h,604,1920,0,570000.00
"Boston, MA",2114,1,1f 0h,895,1964,0,565000.00
"Boston, MA",2128,2,2f 0h,876,1900,0,545000.00
"Boston, MA",2135,1,1f 0h,570,1925,0,419500.00
"Boston, MA",2118,2,2f 1h,1515,2021,1,1550000.00
"Boston, MA",2127,2,1f 1h,895,2003,1,795000.00
"Boston, MA",2115,0,1f 0h,175,1900,0,425000.00
"Boston, MA",2118,2,2f 1h,1350,2021,1,1499000.00
"Boston, MA",2210,1,1f 0h,842,2020,1,1525000.00
"Boston, MA",2110,1,1f 0h,781,2023,0,1615000.00
"Boston, MA",2210,2,2f 0h,1057,2019,2,1900000.00
"Boston, MA",2135,2,1f 0h,822,1963,0,510000.00
"Boston, MA",2135,1,1f 0h,697,1965,0,435000.00
"Boston, MA",2127,2,1f 1h,1017,1890,0,870000.00
"Boston, MA",2114,0,1f 0h,635,1964,0,430000.00
"Boston, MA",2127,1,1f 0h,840,1899,0,650000.00
"Boston, MA",2215,1,1f 0h,431,1930,0,470000.00
"Boston, MA",2127,2,2f 0h,1348,1890,0,830000.00
"Boston, MA",2118,1,1f 0h,746,2021,1,960000.00
"Boston, MA",2109,2,2f 0h,2547,1855,0,3250000.00
"Boston, MA",2130,2,1f 0h,928,1920,1,594000.00
"Boston, MA",2210,1,1f 1h,1176,2015,1,2000000.00
"Boston, MA",2118,1,1f 0h,854,2021,0,920000.00
"Boston, MA",2115,2,1f 0h,605,1895,0,725000.00
"Boston, MA",2115,1,1f 0h,305,1895,0,504900.00
"Boston, MA",2210,0,1f 0h,513,2018,1,895000.00
"Boston, MA",2118,0,1f 0h,548,2021,0,649000.00
"Boston, MA",2135,1,1f 0h,536,1890,0,330000.00
"Boston, MA",2113,1,1f 0h,339,1920,0,389999.00
"Boston, MA",2115,2,2f 0h,1031,1900,0,1323000.00
"Boston, MA",2129,1,1f 0h,698,1899,1,593675.00
"Boston, MA",2135,2,1f 0h,796,1918,0,490000.00
"Boston, MA",2116,2,2f 0h,1070,1925,0,1450000.00
"Boston, MA",2116,0,1f 0h,541,1900,0,560000.00
"Boston, MA",2135,0,1f 0h,406,1965,0,320000.00
"Boston, MA",2135,2,1f 0h,876,1924,0,550000.00
"Boston, MA",2114,2,2f 0h,1000,1965,0,1195000.00
"Boston, MA",2127,2,1f 0h,650,1910,0,600000.00
"Boston, MA",2127,3,3f 1h,1776,2024,0,1425000.00
"Boston, MA",2118,1,1f 1h,1205,1900,0,865000.00
"Boston, MA",2127,2,2f 0h,1134,1899,0,905000.00
"Boston, MA",2135,1,1f 0h,283,1920,0,300000.00
"Boston, MA",2130,2,1f 0h,925,1905,0,610000.00
"Boston, MA",2109,2,2f 0h,1524,1900,0,1615000.00
"Boston, MA",2128,2,1f 0h,1094,1900,0,672000.00
"Boston, MA",2128,2,2f 0h,1323,2022,1,765000.00
"Boston, MA",2128,2,1f 0h,1066,1905,0,570000.00
"Boston, MA",2114,3,2f 1h,1393,1899,0,1610000.00
"Boston, MA",2129,1,1f 0h,352,1899,0,320000.00
"Boston, MA",2114,1,1f 0h,947,1964,0,540000.00
"Boston, MA",2116,0,1f 0h,572,2023,0,1550000.00
"Boston, MA",2135,2,2f 1h,1378,2024,0,1388888.00
"Boston, MA",2115,3,3f 1h,2630,2019,2,6900000.00
"Boston, MA",2118,1,1f 0h,653,1880,0,675000.00
"Boston, MA",2129,2,2f 0h,919,1899,1,625000.00
"Boston, MA",2116,3,3f 0h,2128,2008,1,2850000.00
"Boston, MA",2116,0,1f 0h,539,2023,0,1325000.00
"Boston, MA",2127,3,2f 0h,1839,2014,1,1399200.00
"Boston, MA",2113,1,1f 0h,647,1899,0,787500.00
"Boston, MA",2130,2,2f 0h,1220,2020,1,805000.00
"Boston, MA",2109,1,1f 1h,1028,1900,0,852000.00
"Boston, MA",2130,3,2f 0h,1548,2023,0,760000.00
"Boston, MA",2135,1,1f 0h,544,1930,0,417000.00
"Boston, MA",2116,1,1f 0h,567,1899,0,775000.00
"Boston, MA",2134,2,1f 1h,993,1989,1,610000.00
"Boston, MA",2134,2,1f 0h,767,1950,0,486000.00
"Boston, MA",2135,2,1f 0h,1000,1920,0,600000.00
"Boston, MA",2127,2,1f 0h,711,2000,0,648000.00
"Boston, MA",2108,1,1f 0h,646,1860,0,765000.00
"Boston, MA",2129,2,2f 0h,960,2003,0,875000.00
"Boston, MA",2118,2,1f 0h,1138,1899,0,1100000.00
"Boston, MA",2111,1,1f 0h,723,1899,0,660000.00
"Boston, MA",2127,2,2f 0h,1221,2016,0,900000.00
"Boston, MA",2115,3,3f 0h,2450,1870,2,4200000.00
"Boston, MA",2128,2,1f 1h,983,2024,0,617600.00
"Boston, MA",2110,2,2f 0h,1208,1868,0,1500000.00
"Boston, MA",2135,1,1f 0h,366,1918,0,320000.00
"Boston, MA",2128,2,2f 0h,851,1900,0,585000.00
"Boston, MA",2115,1,1f 0h,709,1900,0,1030000.00
"Boston, MA",2113,2,2f 0h,835,2023,0,725000.00
"Boston, MA",2215,2,2f 0h,1074,1910,0,1165000.00
"Boston, MA",2118,2,2f 0h,1028,2006,2,808500.00
"Boston, MA",2128,2,1f 1h,1276,1890,0,725000.00
"Boston, MA",2110,2,2f 0h,1402,1987,1,2150000.00
"Boston, MA",2128,1,1f 0h,525,2024,0,480000.00
"Boston, MA",2114,0,1f 0h,654,1964,0,410000.00
"Boston, MA",2116,1,1f 0h,615,1866,0,795000.00
"Boston, MA",2115,3,2f 0h,2264,1880,0,2775000.00
"Boston, MA",2127,2,2f 0h,1254,2024,0,950000.00
"Boston, MA",2129,1,1f 0h,1063,1908,0,875000.00
"Boston, MA",2127,2,2f 0h,1038,2024,1,900000.00
"Boston, MA",2114,1,1f 0h,794,1997,0,499900.00
"Boston, MA",2128,2,2f 0h,1222,2016,1,670000.00
"Boston, MA",2118,2,1f 0h,800,1900,0,1110000.00
"Boston, MA",2129,1,1f 0h,588,1875,0,616000.00
"Boston, MA",2114,2,2f 0h,836,1880,0,906500.00
"Boston, MA",2127,3,2f 1h,1475,1998,2,915000.00
"Boston, MA",2129,2,1f 0h,766,1920,1,599900.00
"Boston, MA",2129,3,3f 1h,1555,2016,2,1375000.00
"Boston, MA",2119,1,1f 0h,994,1880,0,550000.00
"Boston, MA",2130,2,2f 0h,1278,2024,0,785000.00
"Boston, MA",2130,3,2f 0h,1240,1905,0,799999.00
"Boston, MA",2127,3,3f 0h,2082,1899,0,1640000.00
"Boston, MA",2130,3,1f 0h,1006,1905,0,699999.00
"Boston, MA",2135,2,1f 0h,826,1929,0,535000.00
"Boston, MA",2128,1,1f 0h,787,2019,0,740000.00
"Boston, MA",2135,2,1f 0h,823,1963,0,542000.00
"Boston, MA",2130,3,3f 0h,1720,1988,0,875000.00
"Boston, MA",2130,2,1f 1h,753,1920,0,540000.00
"Boston, MA",2114,1,1f 0h,375,1899,0,485000.00
"Boston, MA",2118,1,1f 0h,722,1868,0,875000.00
"Boston, MA",2114,3,2f 0h,1485,2003,1,1620000.00
"Boston, MA",2128,3,2f 0h,1211,2017,1,710000.00
"Boston, MA",2116,2,2f 1h,1832,2023,2,5450000.00
"Boston, MA",2135,2,2f 0h,1044,1910,1,685000.00
"Boston, MA",2116,2,1f 0h,886,1900,0,725000.00
"Boston, MA",2116,2,2f 1h,1552,1927,0,1695000.00
"Boston, MA",2129,3,2f 0h,1335,1875,0,1160000.00
"Boston, MA",2110,2,2f 0h,1675,2023,1,3080000.00
"Boston, MA",2215,1,1f 0h,636,1900,0,650000.00
"Boston, MA",2129,2,2f 0h,1077,1860,0,879900.00
"Boston, MA",2114,2,2f 0h,1235,1952,1,1800000.00
"Boston, MA",2118,1,1f 0h,797,2023,1,1225000.00
"Boston, MA",2130,1,1f 1h,1068,1900,1,699000.00
"Boston, MA",2127,2,1f 0h,866,1900,0,509000.00
"Boston, MA",2135,1,1f 0h,618,1920,0,440000.00
"Boston, MA",2127,3,2f 0h,1621,1910,1,950000.00
"Boston, MA",2127,3,1f 0h,870,1990,0,650000.00
"Boston, MA",2129,3,2f 0h,1333,2017,0,835000.00
"Boston, MA",2130,2,1f 0h,1130,1920,0,873000.00
"Boston, MA",2127,3,2f 0h,1581,2012,2,1125000.00
"Boston, MA",2109,2,2f 0h,1400,2008,2,2132500.00
"Boston, MA",2116,2,1f 1h,951,1862,0,1250000.00
"Boston, MA",2130,2,1f 0h,723,1923,0,515000.00
"Boston, MA",2215,0,1f 0h,375,1910,0,430000.00
"Boston, MA",2128,2,2f 0h,945,2017,0,651000.00
"Boston, MA",2110,2,2f 1h,1667,2023,1,3355800.00
"Boston, MA",2127,3,2f 0h,2114,1906,2,2200000.00
"Boston, MA",2127,2,1f 0h,862,1890,0,749000.00
"Boston, MA",2118,2,2f 0h,1046,1890,0,1375000.00
"Boston, MA",2128,2,1f 0h,751,1880,0,572500.00
"Boston, MA",2130,2,2f 0h,1140,2024,0,810000.00
"Boston, MA",2129,3,2f 1h,1604,2018,0,1460000.00
"Boston, MA",2113,2,1f 0h,574,1900,0,580000.00
"Boston, MA",2130,2,2f 0h,1000,1910,0,580000.00
"Boston, MA",2118,2,2f 1h,1852,1875,0,1850000.00
"Boston, MA",2129,3,2f 1h,1708,2000,1,1300000.00
"Boston, MA",2128,2,2f 0h,1220,2021,1,1580000.00
"Boston, MA",2130,3,1f 1h,1410,1910,0,880000.00
"Boston, MA",2127,2,1f 0h,745,1890,0,410000.00
"Boston, MA",2118,2,2f 0h,1164,2002,0,608000.00
"Boston, MA",2127,2,2f 1h,1906,2023,2,1625000.00
"Boston, MA",2134,2,1f 0h,1056,1900,0,775000.00
"Boston, MA",2128,2,2f 0h,1000,1900,0,625000.00
"Boston, MA",2118,1,1f 0h,578,2021,0,699000.00
"Boston, MA",2129,2,1f 0h,702,1880,0,785000.00
"Boston, MA",2116,0,1f 0h,418,1920,0,525000.00
"Boston, MA",2129,2,2f 0h,1717,1890,0,1350000.00
"Boston, MA",2114,0,1f 0h,310,1850,0,390000.00
"Boston, MA",2114,0,1f 0h,310,1850,0,390000.00
"Boston, MA",2135,2,1f 0h,1140,1912,0,805000.00
"Boston, MA",2129,2,1f 0h,712,1900,0,697000.00
"Boston, MA",2135,2,1f 0h,833,1925,0,565000.00
"Boston, MA",2127,3,1f 1h,1167,1930,0,720000.00
"Boston, MA",2127,2,1f 0h,1040,1930,0,850000.00
"Boston, MA",2129,2,2f 0h,1395,1999,0,1445000.00
"Boston, MA",2110,3,4f 1h,4030,2023,2,11575000.00
"Boston, MA",2128,1,1f 0h,704,2022,0,575000.00
"Boston, MA",2129,2,1f 0h,662,1988,0,490000.00
"Boston, MA",2127,2,2f 0h,1037,2018,1,815000.00
"Boston, MA",2118,1,1f 0h,817,2021,0,938000.00
"Boston, MA",2128,2,2f 0h,1075,2024,1,659000.00
"Boston, MA",2109,2,2f 0h,1550,1850,0,1215000.00
"Boston, MA",2110,1,1f 0h,748,1972,0,675000.00
"Boston, MA",2116,2,1f 1h,1315,1900,0,965000.00
"Boston, MA",2127,1,1f 0h,423,1920,1,460000.00
"Boston, MA",2127,2,2f 0h,1135,2010,0,1098099.80
"Boston, MA",2128,2,1f 0h,788,2024,0,590000.00
"Boston, MA",2135,2,2f 0h,1170,2024,1,1125000.00
"Boston, MA",2135,2,1f 0h,1370,1925,0,751000.00
"Boston, MA",2108,0,1f 0h,319,1850,0,390000.00
"Boston, MA",1226,2,1f 0h,788,1900,0,985000.00
"Boston, MA",2135,3,1f 0h,956,1920,0,682000.00
"Boston, MA",2127,2,1f 0h,731,1905,0,497500.00
"Boston, MA",2215,2,2f 1h,1497,2018,1,3000000.00
"Boston, MA",2127,3,1f 0h,1305,1905,0,925000.00
"Boston, MA",2127,2,1f 0h,1264,1905,0,870000.00
"Boston, MA",2116,3,3f 0h,2175,1910,0,2986000.00
"Boston, MA",2127,1,1f 0h,605,1890,0,585000.00
"Boston, MA",2128,3,1f 0h,1200,1910,0,615000.00
"Boston, MA",2114,1,1f 0h,837,1967,1,607000.00
"Boston, MA",2110,2,1f 2h,2000,1987,0,2075000.00
"Boston, MA",2128,1,1f 0h,630,1900,0,425000.00
"Boston, MA",2114,1,1f 0h,452,1899,0,570000.00
"Boston, MA",2210,2,2f 1h,2083,2018,2,6500000.00
"Boston, MA",2134,1,1f 0h,510,1930,0,375000.00
"Boston, MA",2130,2,1f 0h,645,1925,0,444000.00
"Boston, MA",2129,1,1f 0h,525,1988,0,475000.00
"Boston, MA",2130,3,2f 1h,2000,2019,2,1330000.00
"Boston, MA",2130,2,1f 0h,796,1892,0,692000.00
"Boston, MA",2130,2,1f 0h,818,1927,0,606500.00
"Boston, MA",2130,3,2f 0h,1856,2013,0,935000.00
"Boston, MA",2116,1,1f 1h,546,1899,0,670000.00
"Boston, MA",2130,3,1f 0h,1084,1920,0,825000.00
"Boston, MA",2129,2,2f 1h,1595,1855,0,1575000.00
"Boston, MA",2109,1,1f 0h,741,1987,0,575000.00
"Boston, MA",2127,2,2f 0h,1599,2007,1,1225000.00
"Boston, MA",2110,3,3f 1h,2484,2023,2,5725000.00
"Boston, MA",2110,2,2f 0h,1674,2023,1,3150000.00
"Boston, MA",2129,2,2f 0h,874,1855,0,872000.00
"Boston, MA",2118,1,1f 0h,617,1899,0,760000.00
"Boston, MA",2116,2,2f 1h,1622,2023,2,5150000.00
"Boston, MA",2127,2,2f 1h,1835,2023,1,1050000.00
"Boston, MA",2199,2,2f 1h,1625,2007,1,1900000.00
"Boston, MA",2199,2,2f 1h,1590,2009,1,1900000.00
"Boston, MA",2118,3,2f 1h,2726,2021,2,3214000.00
"Boston, MA",2127,1,1f 0h,484,1899,0,470000.00
"Boston, MA",2127,0,1f 0h,410,1900,0,375000.00
"Boston, MA",2109,3,2f 1h,2281,2008,2,3325000.00
"Boston, MA",2215,2,2f 0h,1112,1910,0,1311500.00
"Boston, MA",2116,2,2f 1h,1832,2023,2,5765000.00
"Boston, MA",2116,1,1f 1h,1112,2009,1,1160000.00
"Boston, MA",2130,2,2f 0h,1280,1920,0,800000.00
"Boston, MA",2215,1,1f 0h,508,1899,0,518000.00
"Boston, MA",2215,0,1f 0h,293,1910,0,365000.00
"Boston, MA",2127,3,3f 0h,1638,1890,0,1075000.00
"Boston, MA",2135,2,1f 0h,897,1924,0,674000.00
"Boston, MA",2118,2,1f 0h,677,1899,0,730000.00
"Boston, MA",2215,0,1f 0h,362,1910,0,410000.00
"Boston, MA",2128,3,3f 0h,1757,2024,1,925000.00
"Boston, MA",2116,1,1f 0h,710,1890,0,650000.00
"Boston, MA",2118,3,2f 0h,1630,2021,2,1999000.00
"Boston, MA",2116,1,1f 0h,746,1880,0,1006000.00
"Boston, MA",2127,1,1f 0h,710,1910,0,575000.00
"Boston, MA",2135,2,1f 0h,753,1960,0,460000.00
"Boston, MA",2118,2,2f 1h,1648,1899,0,1775000.00
"Boston, MA",2116,2,1f 0h,770,1890,0,849000.00
"Boston, MA",2135,1,1f 0h,537,1925,0,395000.00
"Boston, MA",2129,2,2f 0h,1059,1920,1,670000.00
"Boston, MA",2130,2,1f 0h,1059,1899,0,599000.00
"Boston, MA",2115,2,1f 0h,790,1889,0,1027000.00
"Boston, MA",2127,2,1f 0h,679,1900,0,580000.00
"Boston, MA",2114,0,1f 0h,626,1964,1,440000.00
"Boston, MA",2127,2,1f 0h,948,1899,0,654000.00
"Boston, MA",2134,2,2f 0h,1136,1986,1,830000.00
"Boston, MA",2128,2,2f 0h,919,2024,0,650000.00
"Boston, MA",2128,1,1f 0h,1105,2014,1,739000.00
"Boston, MA",2116,2,2f 0h,1256,1987,0,1985000.00
"Boston, MA",2114,2,2f 0h,1374,2003,1,1000000.00
"Boston, MA",2128,2,2f 0h,970,1900,0,720000.00
"Boston, MA",2130,2,2f 0h,1068,2022,0,840000.00
"Boston, MA",2128,2,2f 0h,1250,1900,0,685000.00
"Boston, MA",2129,3,2f 1h,1544,1986,1,1295000.00
"Boston, MA",2115,1,1f 0h,746,1920,0,820000.00
"Boston, MA",2127,3,2f 1h,2343,2019,1,1720000.00
"Boston, MA",2127,2,1f 0h,640,1899,0,585000.00
"Boston, MA",2118,3,2f 0h,1457,1890,0,1250000.00
"Boston, MA",2114,0,1f 0h,539,1964,0,360000.00
"Boston, MA",2127,2,2f 0h,1033,1900,0,715000.00
"Boston, MA",2110,2,2f 0h,1566,2016,1,1875000.00
"Boston, MA",2118,0,1f 0h,707,1899,0,303537.00
"Boston, MA",2120,2,1f 0h,927,1989,0,685000.00
"Boston, MA",2135,1,1f 0h,775,2019,2,662500.00
"Boston, MA",2129,3,2f 1h,2249,1899,0,2015000.00
"Boston, MA",2129,2,1f 1h,1100,1986,1,985000.00
"Boston, MA",2130,2,1f 0h,828,1930,0,556000.00
"Boston, MA",2127,2,1f 0h,726,1890,0,660000.00
"Boston, MA",2116,1,1f 0h,695,1880,0,740000.00
"Boston, MA",2128,1,1f 0h,870,1910,0,505000.00
"Boston, MA",2128,2,2f 0h,1101,1950,0,819000.00
"Boston, MA",2128,2,1f 0h,864,1910,0,515000.00
"Boston, MA",2127,2,2f 0h,1000,1900,0,785000.00
"Boston, MA",2116,3,3f 1h,1745,1960,1,3000000.00
"Boston, MA",2110,3,2f 0h,1869,1920,1,2500000.00
"Boston, MA",2215,1,1f 0h,406,1910,0,325000.00
"Boston, MA",2135,2,2f 0h,1170,2024,1,1030000.00
"Boston, MA",2108,1,1f 0h,560,1899,0,620000.00
"Boston, MA",2130,3,1f 0h,1325,1900,0,750000.00
"Boston, MA",2113,1,1f 0h,468,1900,0,530000.00
"Boston, MA",2109,2,1f 0h,712,1915,0,755300.00
"Boston, MA",2130,2,1f 0h,1289,1905,0,825000.00
"Boston, MA",2118,3,2f 0h,2037,2002,2,1875000.00
"Boston, MA",2135,1,1f 0h,520,1910,0,350000.00
"Boston, MA",2114,2,2f 0h,1483,1967,2,1052000.00
"Boston, MA",2127,2,2f 0h,1147,2006,1,1100000.00
"Boston, MA",2129,3,3f 0h,2107,2024,0,1585000.00
"Boston, MA",2113,1,1f 0h,510,1899,0,522500.00
"Boston, MA",2109,1,1f 0h,523,1900,0,552500.00
"Boston, MA",2130,3,2f 0h,1217,1905,0,902000.00
"Boston, MA",2210,1,1f 0h,843,2019,1,1450000.00
"Boston, MA",2118,2,1f 0h,932,1900,0,1291875.00
"Boston, MA",2127,1,1f 0h,700,1920,0,617500.00
"Boston, MA",2130,2,1f 0h,1354,1923,0,707000.00
"Boston, MA",2135,2,2f 0h,1000,2022,1,1012500.00
"Boston, MA",2115,1,1f 0h,470,1899,0,465000.00
"Boston, MA",2114,1,1f 0h,969,1899,0,870000.00
"Boston, MA",2127,1,1f 0h,515,1905,0,490000.00
"Boston, MA",2129,1,1f 0h,554,1988,1,539000.00
"Boston, MA",2110,1,1f 0h,755,1972,0,670000.00
"Boston, MA",2127,2,1f 0h,872,1905,0,750000.00
"Boston, MA",2129,2,2f 0h,1036,2015,0,825000.00
"Boston, MA",2118,3,2f 1h,1503,2015,0,2300000.00
"Boston, MA",2128,3,2f 0h,1350,2017,0,855000.00
"Boston, MA",2130,1,1f 0h,659,1963,1,310000.00
"Boston, MA",2116,1,1f 0h,614,1910,0,650000.00
"Boston, MA",2135,2,1f 0h,827,1963,0,535000.00
"Boston, MA",2128,1,1f 0h,700,2018,0,550000.00
"Boston, MA",2128,2,2f 0h,994,2017,1,707900.00
"Boston, MA",2113,1,1f 0h,800,1899,0,1150000.00
"Boston, MA",2130,2,2f 0h,816,1905,0,612000.00
"Boston, MA",2128,2,1f 1h,1196,1890,0,699900.00
"Boston, MA",2118,2,2f 0h,1401,1910,0,1860000.00
"Boston, MA",2130,3,1f 1h,1201,1920,0,685000.00
"Boston, MA",2130,1,1f 0h,805,1963,1,369000.00
"Boston, MA",2115,2,1f 0h,805,1899,0,795000.00
"Boston, MA",2130,1,1f 1h,955,1900,0,699000.00
"Boston, MA",2116,2,2f 0h,984,1940,0,953000.00
"Boston, MA",2128,3,2f 0h,1035,1900,0,639900.00
"Boston, MA",2127,2,2f 1h,1438,2008,2,1330000.00
"Boston, MA",2134,2,1f 0h,955,1920,0,635000.00
"Boston, MA",2135,2,1f 0h,848,1910,0,520000.00
"Boston, MA",2128,3,2f 0h,1265,2023,2,856000.00
"Boston, MA",2116,3,2f 1h,2535,1900,0,4450000.00
"Boston, MA",2210,1,1f 0h,567,2020,1,975000.00
"Boston, MA",2210,2,2f 0h,1310,2006,0,1565000.00
"Boston, MA",2130,2,2f 0h,1140,2024,0,837000.00
"Boston, MA",2127,1,1f 0h,564,1896,0,530000.00
"Boston, MA",2135,1,1f 0h,609,1925,0,443000.00
"Boston, MA",2114,0,1f 0h,609,1964,0,390000.00
"Boston, MA",2215,0,1f 0h,302,1910,0,420000.00
"Boston, MA",2128,2,1f 0h,985,1900,0,570000.00
"Boston, MA",2115,2,1f 0h,924,1880,0,1200000.00
"Boston, MA",2127,1,1f 0h,660,2024,0,590000.00
"Boston, MA",2116,3,3f 2h,4540,1930,2,10200000.00
"Boston, MA",2114,1,1f 0h,470,1899,0,600000.00
"Boston, MA",2116,2,2f 1h,1456,1930,0,2600000.00
"Boston, MA",2130,2,1f 0h,961,2024,0,674000.00
"Boston, MA",2111,2,2f 0h,1420,2013,1,1640000.00
"Boston, MA",2111,2,1f 0h,1365,1900,0,950000.00
"Boston, MA",2127,2,1f 0h,725,2003,0,660000.00
"Boston, MA",2127,3,2f 0h,1458,1900,0,1075000.00
"Boston, MA",2116,0,1f 0h,539,2023,0,1300000.00
"Boston, MA",2210,2,2f 0h,1025,2018,1,1575000.00
"Boston, MA",2128,2,2f 0h,1002,2024,0,653000.00
"Boston, MA",2115,2,2f 0h,1151,1920,1,1175000.00
"Boston, MA",2135,2,2f 0h,1028,2022,1,1046000.00
"Boston, MA",2135,1,1f 0h,661,2024,0,680000.00
"Boston, MA",2116,2,1f 1h,1260,1865,0,1082000.00
"Boston, MA",2118,3,2f 1h,2162,1890,0,2300000.00
"Boston, MA",2129,1,1f 0h,556,1960,0,455000.00
